ID;default payment next month;PAY_AMT6;PAY_AMT5;PAY_AMT4;PAY_AMT3;PAY_AMT2;PAY_AMT1;BILL_AMT6;BILL_AMT5;BILL_AMT4;BILL_AMT3;BILL_AMT2;BILL_AMT1;PAY_6;PAY_5;PAY_4;PAY_3;PAY_2;PAY_0;AGE;MARRIAGE;EDUCATION;SEX;LIMIT_BAL
221;1;4700;4500;5000;5900;0;12000;120238;117845;114690;112157;115468;105167;0;0;0;2;2;2;40;1;1;2;360000
222;0;11678;12213;12450;12116;12378;12388;330121;335760;333860;335527;334954;335196;0;0;0;0;0;0;45;2;3;2;330000
223;0;15000;9557;12000;17000;9006;12019;212508;208464;215827;205629;297268;291619;0;0;0;0;0;0;35;2;2;2;300000
224;0;3754;5045;2076;2117;18832;10042;33263;43805;65913;108597;94037;91653;0;0;0;0;0;0;33;2;2;2;320000
225;1;30592;1201;1000;1500;24;0;29957;30249;30394;49205;51537;52626;0;0;0;2;3;1;37;2;3;2;50000
226;0;4962;4877;4820;22500;4860;6530;128839;127280;125514;128900;131199;130370;0;0;0;0;0;0;28;2;1;2;170000
227;0;0;0;0;569;1864;2686;0;0;569;1864;2686;3265;-2;-1;-1;-1;-1;-1;44;1;3;1;350000
228;0;782;834;676;663;3000;1609;19175;18650;18768;18902;16511;16455;0;0;0;0;0;0;37;1;2;1;20000
229;1;1004;707;704;2004;2254;2401;18858;20066;21247;44116;48456;49758;0;0;0;0;0;2;23;2;2;1;50000
230;0;3200;0;100;500;1333;0;0;1730;7630;17233;18165;19154;0;0;0;0;2;1;24;2;3;2;20000
231;0;389;1011;238;1002;2002;2090;1308;10385;19420;30937;35796;35084;0;0;0;0;0;0;24;2;1;2;50000
232;1;10000;1000;0;1000;1200;0;10104;13454;16875;16856;17132;20235;0;2;0;0;2;1;23;2;2;1;20000
233;0;2000;1747;45567;2624;0;0;46557;45567;2624;0;0;102800;0;-1;-1;-2;0;0;26;1;2;1;50000
234;1;2769;12118;0;10000;5000;5000;150052;140120;142323;134379;131383;129801;2;2;0;0;0;2;34;2;2;1;190000
235;0;599;811;721;1000;1298;1506;19421;20175;20694;20934;36367;58203;0;0;0;0;0;0;33;1;2;2;60000
236;0;2418;19942;1378;1719;6853;3983;19942;1378;1719;6848;3977;7988;-1;-1;-1;-1;-1;-1;35;2;1;1;80000
237;0;2529;1077;1208;1566;1745;4500;29497;36900;44384;51547;110050;127402;0;0;0;0;0;0;27;2;2;2;150000
238;0;3299;2293;6082;893;7422;0;2293;6082;893;7422;0;1440;-1;-1;-2;-2;-2;-2;31;2;1;2;210000
239;1;7714;8009;8000;8008;9150;10116;214694;210375;207642;214642;231669;234205;0;0;0;0;0;0;50;1;3;2;240000
240;1;2399;3000;1000;2198;2000;3000;16383;16409;19068;22940;21708;19346;0;0;0;0;0;0;41;3;2;2;140000
241;0;0;2285;0;0;0;0;2285;0;0;0;20650;21501;-1;-2;-2;2;2;1;28;2;1;2;60000
242;0;2000;2000;2000;3000;2000;1800;15874;30789;50803;48630;47974;47174;0;0;0;0;0;0;39;2;1;1;50000
243;0;1100;1200;1200;900;1750;1800;29399;28790;27990;28676;27724;26655;0;0;0;0;0;0;27;2;2;2;50000
244;0;176;0;2821;0;0;2821;0;2821;0;2821;5853;3139;-1;-1;2;2;-1;-1;32;2;1;2;180000
245;0;60;60;0;0;120;355;79;19;19;139;215;142;2;2;2;2;-1;-1;40;2;1;2;30000
246;0;0;0;0;2114;2203;1601;0;0;19575;20102;20396;19816;-2;0;0;0;0;0;40;2;2;2;20000
247;0;1184;794;5572;1010;1536;1631;794;5572;1010;1536;1631;52874;-1;-1;-1;-1;-1;0;75;1;2;2;250000
248;0;0;2423;1150;1100;1799;1788;32904;30997;30337;30036;34457;37767;0;0;0;0;0;0;27;2;2;2;100000
249;0;2566;1023;74;5056;4007;2504;25358;39450;51137;48139;45781;46140;0;2;0;0;0;0;25;2;1;1;330000
250;0;2000;1000;611;587;1268;1561;17484;16765;16418;16099;15392;35713;0;0;0;0;0;0;46;1;3;1;50000
251;0;3003;2005;2002;1206;136;1710;29998;29527;30115;48869;51486;50867;0;0;0;2;2;1;26;2;2;2;50000
252;0;0;0;955;851;1244;5006;0;22001;25255;29155;29507;29242;0;0;0;0;0;0;28;2;2;1;30000
253;1;3304;3785;3894;3605;5087;5366;106828;107699;105334;104781;105246;101551;0;0;0;0;0;0;26;2;2;2;140000
254;0;10000;12600;99669;1000;2000;7042;84426;99669;7222;28052;47779;70243;0;-1;0;0;0;0;28;2;1;2;160000
255;0;862;2494;1905;4968;1469;3127;2486;1896;4944;1453;3719;19532;-1;-1;-1;-1;0;-1;29;2;2;2;400000
256;0;886;1024;994;980;1393;1565;28538;29533;29928;29341;28513;27699;0;0;0;0;0;0;25;1;2;1;50000
257;0;1347;21361;1130;1355;1075;1233;21361;1130;1355;862;1233;1154;-1;-1;-1;-1;-1;0;48;1;2;2;140000
258;0;0;2210;1546;52572;9880;2453;2210;7333;52572;9624;2453;8015;-1;0;-1;-1;-1;-1;33;1;2;2;160000
259;0;0;0;0;0;0;0;0;0;0;0;0;62170;-2;-2;-2;-2;0;0;43;1;3;2;100000
260;1;5500;6000;5500;6000;9020;10000;162402;172169;169115;201852;213522;210380;0;0;0;0;0;2;48;1;1;1;220000
261;0;65000;25365;5001;5000;20094;40010;36739;87265;103776;107686;99414;78331;0;0;0;0;0;0;29;2;1;2;510000
262;0;6318;1062;3130;3000;1400;1602;28309;29130;27823;32563;35100;49276;0;0;0;0;0;0;29;2;2;1;50000
263;0;1916;12652;0;18941;5969;4664;12652;16578;18941;5969;4664;4473;-1;2;-1;-1;-1;-1;38;1;1;2;160000
264;0;0;338;299;0;0;51315;338;299;0;0;50815;2283;-2;-2;-2;-2;-2;-2;37;2;1;2;230000
265;0;4000;16872;1644;188;5995;258;16872;1644;188;5986;249;10115;-1;-1;-1;-1;-1;-1;37;2;1;2;80000
266;0;316;316;316;316;0;0;316;316;316;0;0;6156;-1;-1;-1;-2;-1;-1;25;1;2;2;150000
267;0;175;0;847;478;1298;1134;9411;9729;9182;9002;7838;6974;2;0;0;0;0;0;23;2;3;1;10000
268;1;0;600;561;1630;3095;4100;27500;28065;49654;72197;91362;89003;0;0;0;0;0;0;49;2;3;2;130000
269;0;1500;1500;1500;1500;1600;1600;35673;34762;34586;33634;34449;34871;0;0;0;0;0;0;48;2;1;2;40000
270;1;1390;2614;501;426;0;1700;2614;14319;13968;14242;14880;13694;-1;0;0;2;2;3;27;2;2;1;50000
271;0;2015;1009;2007;616;2004;2035;18126;19848;19713;20974;31545;70003;0;0;0;0;0;0;32;2;3;1;100000
272;0;450;0;0;0;1350;0;0;450;900;1350;632;1082;0;0;0;-1;2;-1;34;1;1;1;120000
273;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;58;2;1;2;260000
274;0;3000;1200;2000;2000;1322;2000;11905;16325;14512;14024;12852;11253;0;0;0;0;0;0;33;2;2;2;200000
275;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;28;2;2;2;360000
276;0;2000;3000;3000;3268;12496;4483;15085;14310;30163;68376;69120;68699;0;0;0;0;0;0;36;2;2;2;70000
277;1;0;22545;0;2654;0;2728;22535;-10;2641;-13;2715;171;-1;-1;-1;-1;-1;2;40;1;1;1;460000
278;0;316;316;316;316;316;316;316;316;316;316;316;1156;-1;-1;-1;-1;-1;-1;26;2;1;2;50000
279;0;697;703;707;691;2199;2007;19703;20067;20046;50654;50462;50859;0;0;0;0;0;0;33;1;3;1;50000
280;0;4400;5000;4000;5000;4500;4000;101299;100871;99029;97109;102594;103109;0;0;0;0;0;0;31;1;2;2;250000
281;0;0;0;0;1500;664;1000;0;0;1814;664;2458;1512;-2;0;0;-1;0;0;27;2;1;2;30000
282;0;31031;43509;44299;10150;5162;10063;43414;44149;69669;92630;109189;127543;-1;-1;0;0;0;0;44;1;2;1;270000
283;0;3211;3000;3605;3563;6091;7722;70204;103692;122196;147032;153152;163935;0;0;0;0;0;0;30;2;3;2;180000
284;0;3000;3000;5000;2025;3000;4173;56265;55831;52336;52600;52656;53494;0;0;0;0;0;0;28;2;1;2;100000
285;0;5000;4000;5000;5000;5000;5000;98457;98182;94814;92195;88743;195126;0;0;0;0;0;0;32;1;3;2;230000
286;0;19777;586;16171;20076;21874;41986;586;16171;20076;21874;41986;110346;-1;-1;-1;-1;-1;-1;46;1;1;2;210000
287;0;2502;2000;2000;2000;2026;3276;46549;63663;62683;62769;62804;60502;0;0;0;0;0;2;38;2;1;1;210000
288;0;2701;4001;3800;3727;6907;8610;97622;105280;113135;149944;181557;180641;0;0;0;0;0;0;46;1;2;2;440000
289;1;1559;1960;2127;2000;2092;3472;51365;69718;69856;70125;71678;70896;0;0;0;0;0;2;25;2;2;2;100000
290;0;1000;1000;1000;1000;1000;1295;4311;11765;10765;10605;9900;8751;0;0;0;0;0;0;46;1;2;2;240000
291;1;345293;0;325;898;325;898;-339603;325;898;325;898;898;-1;-1;-1;-1;-1;-1;33;2;1;1;280000
292;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;22;2;2;2;50000
293;0;0;600;0;300;0;1100;2566;2000;2182;1914;2610;1700;2;2;2;2;2;3;43;1;2;1;30000
294;1;700;393;370;500;0;3507;10182;9963;9901;9560;10227;7015;0;0;0;2;0;0;27;2;2;1;10000
295;0;1500;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;29;2;1;1;130000
296;0;5300;5141;4804;4715;7465;9000;133990;133634;133345;186292;197344;194353;0;0;0;0;0;0;31;2;1;1;200000
297;0;2496;1820;0;1423;2319;657;1820;0;1423;2179;657;1686;-1;-1;-1;-1;-1;-1;29;1;2;2;120000
298;0;4700;4544;5900;6000;5082;6483;131629;147993;148190;144415;142996;143225;0;0;0;0;0;0;36;1;2;2;210000
299;0;2000;1100;1100;1300;3463;2755;30771;30172;29701;63225;60788;58983;0;0;0;0;0;0;36;1;1;2;280000
300;1;0;203;19595;0;13001;0;203;19595;12601;13001;0;0;-1;-1;0;-1;-2;1;34;2;1;1;300000
301;0;2305;2497;2365;2314;2332;3490;64513;66796;66926;67185;98222;99209;0;0;0;0;0;0;37;2;2;1;100000
302;0;0;162000;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;36;2;1;2;440000
303;0;1000;1000;1000;1000;1206;2400;14458;13687;12898;12104;51213;49941;0;0;0;0;0;0;40;1;3;2;50000
304;1;2000;1000;1700;4000;0;2800;12510;15761;15824;27820;14564;11968;0;0;0;2;0;0;25;2;1;2;20000
305;0;2880;3500;1014;3908;960;665;7414;4084;4242;960;665;871;0;0;0;-1;-1;-1;27;2;1;2;200000
306;0;0;0;3000;0;5904;3220;400;1848;1256;5704;3220;432;-2;-2;-2;-2;-2;-2;26;2;2;2;110000
307;0;0;0;4590;8500;0;23962;0;4590;8500;0;23956;10483;-1;-1;-1;-1;-1;-1;36;1;2;2;500000
308;0;0;0;0;0;0;5215;0;0;0;0;5215;0;-2;-2;-2;-1;-1;1;27;1;2;2;300000
309;1;1500;1500;1500;2000;1200;1200;14514;13836;12841;11339;10613;9720;4;3;3;2;2;2;55;1;3;1;30000
310;0;0;13557;273;4889;14583;13809;11736;273;4889;14366;13801;20847;-1;-1;-1;-1;-1;-1;27;2;1;2;60000
311;0;9085;2386;6;5322;1354;1000;2077;5103;5322;1354;3600;3697;-1;0;-1;-1;0;-1;38;1;2;2;400000
312;0;5100;5000;4900;5000;5000;7000;132845;130331;127814;147042;146333;143301;0;0;0;0;0;0;34;1;2;2;180000
313;0;0;1500;3000;0;3100;3000;14340;13057;10411;16567;13738;10934;0;0;2;0;0;0;40;2;1;1;20000
314;1;3000;2286;5000;0;6000;0;59983;58657;54723;56205;51040;52439;0;0;2;2;2;-1;49;1;3;2;200000
315;0;200;909;645;200;1286;1631;6441;17580;28776;33415;52557;55734;0;0;0;0;0;0;27;2;1;1;100000
316;1;616;2000;809;618;2000;1970;19346;17808;17277;34312;33282;49507;0;0;0;0;0;0;23;2;2;1;60000
317;0;2200;2500;2100;2000;2500;2200;53652;52175;50894;50330;48947;47819;0;0;0;0;0;0;36;2;2;2;110000
318;0;459;485;397;452;526;165;485;397;452;526;165;0;-1;-2;-2;-1;-1;1;53;1;3;2;260000
319;0;654;863;1030;1070;1;3754;24883;29898;29742;29516;50955;48522;0;0;0;2;2;3;46;1;3;2;50000
320;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;1;29;2;2;1;180000
321;1;2000;1854;2000;2000;0;2500;47969;47862;48647;51908;56598;58362;0;0;0;2;2;1;29;2;2;1;110000
322;0;50000;2732;5849;5000;5461;21105;103263;145645;155628;166281;180140;172180;0;0;0;0;0;0;27;2;1;2;340000
323;0;1000;1306;2477;3666;1500;1070;8085;8384;7476;3865;2441;1399;0;0;0;0;0;-1;24;2;2;1;50000
324;1;1000;6173;767;1000;1100;1710;6173;767;2100;1100;18826;26361;-1;-1;-2;0;0;0;28;1;2;2;230000
325;0;10000;10000;10000;10000;7000;10000;100738;100123;95631;91834;94054;93029;0;0;0;0;0;0;32;2;2;2;360000
326;0;3000;3000;5000;3000;38013;0;37056;45075;40555;38013;0;0;0;0;0;-1;-2;1;43;2;2;1;210000
327;1;325;325;0;950;0;325;325;475;950;325;650;650;-1;2;-1;2;2;-1;41;1;2;2;220000
328;1;1291;1300;0;3720;0;3800;30225;29566;30184;27233;27976;24898;0;2;2;2;2;2;34;1;2;2;60000
329;0;77195;7416;24599;2190;8321;44665;7416;24599;2190;8300;44665;50396;-2;-2;-2;-1;-1;-2;55;1;2;1;340000
330;0;4200;4200;4000;8100;0;5200;109428;107147;104975;100064;102586;99855;2;2;2;2;2;2;40;1;1;1;150000
331;1;2500;17000;24000;6900;0;1000;16893;23209;6773;189;505;-179;-1;-1;-1;2;-1;1;37;1;2;2;200000
332;1;500;2700;500;500;0;3000;12685;10167;9826;11883;12394;9559;0;0;0;2;0;0;40;2;2;2;130000
333;0;7000;11540;10000;673;1483;0;31857;20973;11427;11237;10232;10540;0;0;0;0;2;1;28;2;1;2;60000
334;0;0;78388;1600;0;0;0;78388;1600;0;0;0;0;-1;-1;-2;-2;-2;1;43;1;2;2;400000
335;0;376;674;700;830;1600;1323;18868;19108;19453;19658;19089;20571;0;0;0;0;0;0;27;2;1;1;20000
336;0;5865;6370;5753;5645;7408;5795;160361;156664;153538;151905;146943;143464;0;0;0;0;0;0;28;2;1;2;190000
337;0;6000;7000;7000;6000;8000;10000;159108;158762;158114;159988;160246;156882;0;0;0;0;0;0;30;2;1;2;260000
338;0;0;0;0;0;0;0;0;0;0;0;0;390;-2;-2;-2;-2;-2;-2;31;2;2;2;140000
339;1;1047;1046;1073;1061;4406;1974;29170;30078;30929;49675;47716;46512;0;0;0;0;0;0;31;1;2;2;50000
340;0;2037;3800;1330;1100;5037;6900;830;1330;1100;6313;6531;882;-1;-1;-1;0;-1;-1;34;2;1;2;120000
341;0;1883;0;92;0;92;92;0;92;0;92;92;92;-2;-2;-2;-2;-2;-2;30;2;2;2;240000
342;0;0;0;978;0;1200;1212;978;978;680;4123;6172;5916;0;-1;0;0;0;0;36;2;2;1;50000
343;0;1000;0;5000;20183;4872;0;24248;24815;20183;4847;183;2393;2;-1;-1;-1;2;-1;29;2;1;2;200000
344;0;1898;101005;0;26000;145000;11000;1005;-1005;122295;242063;281713;274731;-1;0;0;-1;0;0;39;1;1;1;180000
345;0;4028;4250;4106;3835;5051;5440;106517;108248;105894;130553;138232;145403;0;0;0;0;0;0;26;2;1;2;180000
346;0;13000;1500;5000;5000;0;0;1654;6182;2303;-2697;-707;3097;0;0;-1;-2;-1;-1;29;2;1;2;160000
347;0;1525;2000;1080;1000;4159;4210;3980;1980;3542;4159;4192;1370;0;0;0;-1;-1;-1;26;2;2;2;100000
348;1;2000;2000;2000;2000;2000;3000;41145;39963;45545;50409;49316;47081;0;0;0;0;0;0;29;2;2;2;50000
349;0;5000;6000;5300;5100;6500;6600;142174;141748;139679;140254;137950;138119;0;0;0;0;0;0;31;2;2;2;140000
350;1;1000;715;795;621;1522;1411;19844;20796;20222;20123;19012;17893;0;0;0;0;0;0;26;2;2;2;30000
351;0;3000;23101;0;0;4200;1541;23101;0;1940;1940;20473;39128;-1;0;0;-1;0;0;26;2;1;1;90000
352;0;10000;100000;4000;0;47015;10118;1386;0;-3684;3432;-13543;-14386;-1;-2;-1;-1;-2;1;36;1;1;1;200000
353;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;30;2;1;1;380000
354;0;882;695;1691;3000;2600;3177;19414;19036;51042;58501;78102;77057;0;0;0;0;0;0;43;2;2;2;80000
355;0;638;634;1001;1000;0;3400;18856;19089;18530;18122;18720;15899;2;0;0;2;2;2;58;1;3;1;50000
356;1;1500;1500;1200;1100;2000;1481;31127;30419;29981;29650;28422;27679;0;0;0;0;0;-1;45;1;2;1;180000
357;0;3520;3825;4000;3870;5834;6349;103360;113966;113133;124226;128940;141315;0;0;0;0;0;0;26;2;2;2;240000
358;0;4400;5000;6000;5000;35000;9010;169121;171253;174675;193992;179206;194314;0;0;0;0;0;0;34;2;2;1;380000
359;0;4000;3500;3000;2900;2900;3000;84462;82333;80631;79044;77431;83755;0;0;0;0;0;0;24;2;4;2;110000
360;0;291;291;34039;35696;51058;291;291;34039;2351;51058;291;49657;-1;-1;-1;-1;-1;-1;34;1;1;1;260000
361;1;19000;16000;16500;14000;0;10000;419643;484612;505507;499936;509229;507726;0;0;0;2;3;4;23;2;2;2;500000
362;0;2500;2781;2661;2570;2568;2589;74610;74374;72849;72029;71151;71305;0;0;0;0;0;0;30;2;2;2;320000
363;0;1590;1275;1358;1262;0;0;25775;45008;44039;43562;44741;45734;0;0;0;2;3;4;32;2;2;1;50000
364;1;66;216;216;0;2066;0;216;216;2000;2066;0;0;-1;-1;0;-1;-2;1;40;1;1;1;110000
365;0;520;613;576;665;399;300;613;576;665;399;300;761;-2;-2;-2;-2;-2;-2;35;2;1;2;230000
366;0;384;8676;3965;0;1507;1529;8676;3965;0;1488;1520;-9;-1;-1;-2;-1;-1;1;56;1;2;2;330000
367;0;1039;2000;1000;975;2237;3000;24774;23171;23319;50476;49396;47166;0;0;0;0;0;0;61;1;2;2;50000
368;0;0;150;0;0;1500;0;2132;2008;2813;2989;1923;2887;0;0;2;2;2;-1;24;2;2;1;10000
369;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;40;1;1;1;300000
370;1;616;632;390;384;1168;0;10985;10918;11084;19703;20010;20631;0;0;0;0;2;3;32;1;2;2;20000
371;1;0;0;0;0;0;0;0;0;0;0;0;83538;-2;-2;-2;-2;2;2;36;1;2;1;180000
372;0;50000;29712;13028;9123;15086;2977;21712;13028;8578;15086;2977;99;-1;-1;-1;-1;-1;-1;30;2;1;1;160000
373;0;2000;0;8000;0;9000;1640;48767;49718;42451;43449;35089;34302;2;2;2;0;0;0;34;2;1;2;90000
374;0;0;2000;4000;1500;2000;2500;25943;24339;23221;22352;22298;22987;0;0;0;0;0;0;54;3;3;1;30000
375;0;7000;160719;5040;3305;5299;8100;178719;28089;106288;175233;174590;173267;0;0;0;0;0;0;46;1;1;1;180000
376;0;1961;1000;800;915;1700;1640;22437;21800;21495;21229;20168;19143;0;0;0;0;0;0;58;1;3;1;30000
377;0;1000;0;4200;946;1342;0;24242;25183;21509;20905;19901;20518;2;0;0;0;2;1;43;1;2;1;30000
378;0;4000;5500;3600;4991;3855;14000;3745;3400;4991;7609;14446;10833;-1;-1;-1;0;0;-1;28;2;1;2;140000
379;0;10000;3000;4000;2000;3000;3500;49888;47842;44584;43308;71906;69937;0;0;0;0;0;0;30;2;1;1;210000
380;1;5000;3000;3000;327;3000;2000;12487;11139;9577;15093;15129;20526;0;0;0;0;0;0;31;2;2;1;50000
381;0;5750;2701;2674;2600;2575;4200;75355;73875;72367;70947;90780;89055;0;0;0;0;0;0;29;2;2;2;130000
382;1;400;500;500;200;400;1500;2415;1948;3559;3381;3200;1894;0;0;0;2;2;2;37;1;2;2;50000
383;0;3300;3400;4000;4000;30000;3000;88450;88616;90859;91502;78372;100594;0;0;0;0;0;0;36;1;3;1;140000
384;1;95;500;296;0;1903;1105;5889;5577;5464;5646;3848;2948;0;0;2;0;0;-1;28;2;2;2;170000
385;0;6305;0;0;579;1209;10010;0;0;25280;27923;31429;22619;-2;0;0;0;0;0;25;2;2;1;80000
386;0;8300;9000;8500;9000;14000;15000;240176;234939;240865;344464;342904;338106;0;0;0;0;0;0;42;1;5;2;410000
387;0;0;0;0;0;0;80000;0;0;0;0;80000;0;-2;-2;-2;-1;-1;1;29;2;1;2;80000
388;1;5100;3500;3500;3500;4330;3500;75018;72870;70646;68875;65631;63144;2;2;2;0;0;-1;73;1;3;1;80000
389;0;5334;5700;5700;5700;6500;7900;157759;162866;159653;156523;154049;153249;0;0;0;0;0;0;43;1;2;1;150000
390;1;651;130291;0;0;582;291;291;0;291;582;291;1131;-1;0;0;-1;-1;-1;30;1;1;1;260000
391;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;38;1;1;1;350000
392;1;5000;1011;922;1130;2000;38621;33316;32581;37154;37297;35918;-1312;0;0;0;0;-1;1;39;1;2;2;280000
393;0;2653;3001;3000;3011;4013;4400;71620;72090;76218;87720;91989;103797;0;0;0;0;0;0;44;1;2;1;310000
394;0;2000;2000;3500;3000;3000;3000;21085;21214;19996;18862;17102;20110;0;0;0;0;0;0;29;2;2;2;140000
395;0;0;0;0;0;0;25000;0;0;0;0;25000;38000;-2;-2;-2;-1;-1;-1;51;1;1;1;360000
396;0;5600;6000;6000;6000;10000;10000;142620;142650;142590;143952;144105;142428;0;0;0;0;0;0;27;2;1;2;140000
397;0;0;579;0;860;1200;2502;28947;43011;43011;42351;42653;40810;0;0;0;0;0;0;38;2;1;1;100000
398;0;0;632;0;848;0;0;632;0;848;0;0;0;-2;-2;-2;-2;-2;-2;22;2;2;2;50000
399;0;5000;2700;3000;3500;5000;4002;74125;82733;91143;108423;106134;104701;0;0;0;0;0;0;30;1;2;2;210000
400;0;4400;0;5000;8272;0;4007;117167;119311;116313;109887;120822;120298;2;2;2;2;2;2;25;2;2;2;120000
401;0;6100;184922;3018;2072;3289;5233;184922;28797;65372;99174;132280;156362;-1;0;0;0;0;0;29;2;1;1;240000
402;0;2000;2541;1500;962;1394;1488;29064;28768;28665;28097;29091;41322;0;0;0;0;0;0;42;3;3;2;60000
403;1;472;0;2344;0;384;2091;822;2344;0;384;2084;1464;2;-1;-1;-1;-1;-1;41;2;1;1;150000
404;0;2244;1089;1079;1046;1710;1774;26179;25667;25142;27806;28870;27879;0;0;0;0;0;0;48;1;2;1;30000
405;1;5654;0;5800;11558;0;7500;153800;170098;166893;159676;163916;160432;2;2;2;2;2;2;29;2;1;2;160000
406;0;396;85900;0;0;3487;2690;82150;0;0;3410;2690;3858;-2;-2;-2;-2;-2;-2;52;1;1;1;200000
407;0;0;0;0;0;0;6000;0;0;0;0;21393;26476;-2;-2;-2;0;0;0;25;1;2;2;120000
408;0;10526;14113;12312;12137;15296;325;303510;356636;376657;430637;491956;507062;0;0;0;0;2;1;37;1;1;1;500000
409;0;11341;16477;9697;10450;8232;11404;66541;59508;61565;59001;62893;55607;0;0;0;0;0;0;27;2;1;2;320000
410;0;6288;5947;6217;6371;8000;10000;167983;168399;182672;180650;175646;168382;0;0;0;0;0;0;31;2;1;1;280000
411;1;1200;1300;1400;1600;2709;0;32965;32349;31601;30805;28577;29332;2;2;2;2;2;1;23;2;1;2;60000
412;0;0;0;150;367;0;0;-150;-150;367;0;0;190;-2;-1;-1;-2;-1;-1;38;1;1;2;200000
413;0;0;3404;792;4606;2809;0;3404;792;4595;2809;0;0;-1;-1;-1;-1;-2;1;32;1;1;2;230000
414;1;4641;1000;313;423;1064;0;5068;9218;10596;13135;12647;13668;0;0;0;0;2;1;27;2;2;2;230000
415;0;2000;22593;19371;9033;199982;26734;22593;19371;9033;199960;26665;14867;-2;-2;-2;-2;-2;-2;41;1;3;2;480000
416;0;640;0;0;0;0;5000;0;0;0;0;5000;22500;-2;-2;-2;-1;-1;-1;35;1;3;2;50000
417;0;1103;160;0;0;1102;17507;160;0;0;1097;14845;7184;-2;-2;-2;-2;-2;-2;31;2;1;2;200000
418;0;1000;0;2000;1200;1600;2000;18990;19450;17895;17286;16262;14811;2;0;0;0;0;0;30;2;1;2;50000
419;0;2500;2000;2000;2000;3332;3629;19548;19091;18753;35639;43048;44338;0;0;0;0;0;0;48;1;2;1;50000
420;1;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-2;-2;1;36;2;1;2;260000
421;0;1800;0;2500;1007;1800;1500;29371;30002;27959;27710;26354;25265;2;0;0;0;0;2;24;2;1;1;30000
422;0;6010;6028;6013;7013;9021;8071;151936;157963;156977;158520;167199;169661;0;0;0;0;0;0;29;2;1;2;440000
423;0;2213;0;2980;371;1350;2795;0;2980;371;1350;2795;10237;-1;-1;-1;-1;-1;-1;38;2;2;2;230000
424;1;0;9000;3500;3500;0;4500;105253;98045;97090;102663;105924;104978;0;0;0;2;2;2;38;1;2;1;200000
425;0;6000;6429;6303;7306;7143;10000;190306;196698;205798;201666;197967;192586;0;0;0;0;0;0;30;1;2;2;490000
426;0;0;0;0;0;0;0;0;0;0;0;0;11262;-2;-2;-2;-2;-1;-1;32;1;2;2;80000
427;1;1000;1500;3123;0;1500;3000;16414;15327;12583;13087;12081;9551;0;0;2;2;2;2;49;2;3;2;20000
428;1;398;199;0;398;199;199;199;199;398;199;199;199;-1;0;-1;-1;-1;-1;31;2;1;2;170000
429;0;1000;1327;28468;600;1646;3600;29795;28949;29401;66601;68536;70119;0;0;0;0;0;0;27;2;1;1;70000
430;0;3000;3000;3000;5000;4500;6000;66167;68791;117766;119362;177946;212601;0;0;0;0;0;0;33;2;2;2;210000
431;0;3100;3000;3001;3000;3300;3200;77648;76070;74424;73241;71732;91894;0;0;0;0;0;0;25;2;2;2;90000
432;1;7000;10512;11000;10041;10612;13007;281826;292885;292869;300426;299998;304867;0;0;0;0;0;0;27;2;1;2;390000
433;0;2500;2057;2000;2000;2500;2500;53206;52014;50990;50422;49537;48123;0;0;0;0;0;0;29;2;1;2;110000
434;0;5946;5894;6006;5951;6565;6422;167964;168755;169365;166127;162189;159760;0;0;0;0;0;0;36;1;1;2;580000
435;0;0;0;0;1775;17454;6015;0;0;1770;17231;8485;9210;-2;-1;-1;-1;0;0;55;1;3;1;360000
436;1;0;8000;16000;0;8000;10000;221413;223690;217644;229286;233036;234752;2;2;2;2;2;1;32;1;2;2;270000
437;0;200;150;0;300;0;0;150;150;300;0;0;14072;-1;2;-1;-2;-1;-1;27;2;1;2;60000
438;0;2300;2300;2200;2300;2200;2300;60145;60272;60605;62162;62499;61807;0;0;0;0;0;0;37;1;3;1;110000
439;0;704;800;761;1000;3008;2500;20859;21399;44982;46677;50231;51044;0;0;0;0;0;0;25;1;1;2;50000
440;1;1700;1800;40000;956;1600;3212;47110;46235;37642;57806;73281;77024;0;0;0;0;0;0;23;2;1;2;80000
441;0;2400;485;11300;1695;400;350;12584;12645;1695;400;350;350;0;0;-1;-1;-1;-1;23;2;2;1;50000
442;0;3200;0;3500;6500;4037;4000;89522;93381;91451;87289;85586;83831;2;2;0;0;0;0;32;2;1;1;100000
443;0;0;2995;197;0;945;0;2995;197;0;945;0;0;-1;-1;-1;-1;-2;1;26;2;1;2;30000
444;0;4400;10033;4003;4000;5930;5704;124793;117213;114881;126355;124653;122923;0;0;0;0;0;0;27;2;1;2;200000
